,query,intent
22146,조기 반납 부탁드립니다 .  어떻게 해야 하나요 ?,4
22147,9월에 이사 예정인데 반납하는 곳이 달라도 상관업죠 ?,4
22148,1 - 5번 구매하면 트랙이나 주차장 놀이에도 쓸 수 잇는 건가요 ?,4
22149,돌복으로 준비하는 건데 꼼꼼하게 검수해서 보내주세요 왕건모 소로 구입하면 내년까진 맞겠죠 ?,10
22150,특가 상품 3단계 19년 12월11일 맞죠 ?,10
22151,여아 여아라서요 핑크로 받아보고 싶은데 핑크도 판매하는 거 맞죠 ?,10
22152,7913 매직쌍리본 블랙품절이라고 오늘 핑크로 보내주신다고 통화했었거든요 오늘 보내주시는 거 맞나요 ?,10
22153,"꼬맹이랑 외 눈이 ,  미니언즈는 재입고 예정이 없져 ?",10
22154,저번 주에 주문한 보르도가 목요일에 온 다 더니 아직 안 오고 구매 확정 처리되었네요 ?,10
22155,현재 재주문하면 통관에 겹치진 않겠죠 ?,10
22156,앙쥬 예쁜 곰과즙망 구입했어요 11 맞는 거져 ?,10
22157,아토팜 로션 샘플 2016 . 12 제조 쓸 수 있으니까 보내주셨겠죠 ?,10
22158,4일날은 살 수 있는 거죠 ?,10
22159,주문했 규요최근 제조된 거로 보내주세요 꼭 아니면 반품할 거예요리 메뉴얼된 제품으로 오는 거죠 ?,10
22160,최근 제조일자로 된 상품으로 배송해줄수 잇음 ?,10
22161,구강청결 티슈를 사용해보려고 하는데요용량이 많아서 유통기간을 알수 있을까요 ?,10
22162,문의 글에 제조 날짜 말들이 많아서요작년 17년 3월 제조일자인 상품이라면 취소할께요아무리 기저귀가 제조일자로부터 개봉 안 하면 3년이라지만 찝찝하지 않겠어요 ?,10
22163,좀 전에 받았는데요 딸도 넘 좋아하고 다 좋은데 사은품 봉이 핑크랑 연두 연결 부분이 그냥 빠지는데 애가 넘속상해해서 다시 보내주실 순 없는 가요 ?,6
22164,상품을 지금 뜯어봤는데 사은품 물티슈가 안 왔어요 .  확인 가능할까요 ?,6
22165,문자가 안 왔어요 그럼 사이즈 22로 보내주실 수 있을까요 ?,6
22166,31일에 주문했는데 아직 배송이 안 오네요혹시 공룡 불가하면 스파이더맨으로 바꿔서 바로 받을 수 있는지요 ?,6
22167,그래도 구매했어 용 녹지 않게 아이스팩 넉넉하게 너어서 유통기한도 확인해주시고 잘 검수해서 빠른 배송 부탁드랄께요 오늘 보내주시죠 ?,6
22168,4단계로 주문해야 되는데 3단계로 했네요 .  4단계로 보내주실 수 있나요 ?,6
22169,"연보라 ,  연분홍 이런 색상이였음 좋겠습니다 .  두 개 다 같은 색으로 오나요 ?",6
22170,깜빡하고 배송요청란에 5부 제작이라고 기재를 안 했는데 여기서요청 가능한가요 ?,6
22171,이 정도면 정말 많이 배려해 드린 거 맞죠 ?,6
22172,특대형과 빅형 주문했는데 특대형 도착 안 했는데 완료되어 있네요 ?,6
22173,알람보자마자 주문 햇는데 받을 수 잇겟죠 ?,6
22174,365 임산부 멜란지 베이직 내의 FREE 2 두개 세트 상품 주문했는데 내의 한 개만 배송되었습니다 어떻게 된 건가요 ?,6
22175,아이스팩이 딸랑 1개뿐인데다 녹아서 왔었거든요 .  이번에는 아이스팩 두세 개 넣어주시면 안 될까요 ?,6
22176,주니어도 아니고 맘대디 꺼도 아니고 아기인 핑 M사이즈가 안 와서 밑에 문의한 거구요 인 핑 확인 중이라는 건 곧 된다는 뜻인가요 ?,6
22177,핑크로 주문했는데 빨간색이 왔어요수요일 밤부터 바로 쓸 껀데 빨리 처리 부탁드려도 될까요 ?,6
22178,팔꿈치 보호대가 한 개만 있네요 .  다시 보내주시나요 ?,6
22179,팬티슬림 특대 8팩시켰는데 특대 4팩점보 4팩 이렇게 보내주실 수 있나요 ?,6
22180,배송했나 여 ? 배송하신 거 맞아 여 ? 왜 조회가 안 되는 거에 여 ? 당장 필요해서산 건데 어떻게 된 건지 확인 좀 해주 실래여 ?,6
22181,12일 도착이라고 문자 왔었는데 재주문도 같을까요 ?,6
22182,구매한 숏팬츠가 안 왔네요 배달된 옷 보니 바지는 7T 해도 될 거 같은데 7T 로 보내주셔도 되요 ?,6
22183,아이가 한 명이 아니라 캡 색깔이 한 가지로 받았으면 좋겠는데 가능할까요 ?,6
22184,주문한 상품 어제 택배 수령하였는데 파우치가 들어있지 않네요 ?,6
22185,상품 미발송 3가지를 시켰는데 한 제품 트라이앵글 겨울용이 오지 않았습니다 제발부디 확인 한 번만 더해주시면 안 될까요 ?,6
22186,배송 2일 주문 햇는데 아직 안왓네요공지사항으로 따지면 어제 받앗 어야 햇는데 이유식 배송 날짜는 여유잇게 하지만 지켜주셔 아죠 아님 3일 배송하셧는데 택배 쪽에 이틀잇엇던 건가요 ?,6
22187,채리쉬맨투맨 빠졌든데 따로 오나요 ?,6
22188,26일 구입 27일 발송 29일 확인하니 아직 청원 허브인데 저도 택배사에 문제가 있는 듯한데 확인 가능할까요 ?,6
22189,제품이 부분 배송되었는데 티셔츠 사이즈를 너무 크게 시켜서 제가 배송비 부담해서 보내면 미 배송된 거올 때 같이 보내주실 수 있을까요 ?,6
22190,캡형 10+휴대용 6로 주문했는데 . 오늘 받아서 수량 확인했는데 . 캡형 8+휴대용 8입니다 .  수량 확인도 안 하고 보내면 안 되지요 ?,6
22191,원피스 2개 중 1개만 왔는데 나머지는 바로 배송되나요 ?,6
22192,배송요청에 자리가 없어서 3단계 번호 4단계 번호 앞 자리 안 썼는데 잘 보내주시겠죠 ?,6
22193,방금 옷을 받았는데 망토가 없어 여 토요일에 공연 보러 갈 때 입혀갈 건데 내일 바로 망토 보내주실 수 있을까요 ?,6
22194,6일 배송 시작인데 더 늦게 주문한 다른 택배도 잘 받는데 여기는 계속 첫 출발지부터 움직이질 않아요 배송 안 되나요 ?,6
22195,"누락된 듯한데 ,  이것만 따로 받을 수 있나요 ?",6
22196,스무디 애니멀 기모맨투맨 핑크 입고 지연되는데 사이즈 90으로 변경해서 보내주실 수 있나요 ?,6
22197,위에 주문사항대로라면 1팩당 4개씩 와야 하는데 4팩 샀는데 물티슈만 왔네요 ?,6
22198,옵션 2번 같은 경우 상품설명 페이지에 입고 지연 같은 내용은 공지되어 있지 않은데 옵션 선택은 가능하네요 ?,6
22199,팬티 두 개 중 하나만 받았는데요 사이즈가 넘딱 맞아서요배송 안 된 하나를 95로 보내 주심 안 될까요 ?,6
22200,도착 예정일이 이틀이나 지났습니다 .  배송 확인 부탁드려요언제 도착하러나요 ?,6
22201,"빠른 배송 부탁드려요 버터라이 주문했는데요한 사이즈 크게 주문했는데 ,  접어서 입을 수 있는 거죠 ?",6
22202,같이 올 줄 알았는데 팔토시 체크가 안 되어 있었나 봐요 ?,6
22203,빨리 보내주실수 있으실까요 ?,6
22204,바지 3개를 구매했는데요혹시 바지 3개 다 90사이즈로 배송받을수 있을까요 ?,6
22205,3개 구매했는데 다른 색깔들로 보내주실수 있을까요 ?,6
22206,2번 주문했습니다 .  핑크랑 화이트로 보내주실수 있나요 ?,6
22207,13일까지 사은품 주시는 거죠 ?,13
22208,쿠폰 적용 가격이 안 되는데 20일 단 하루라는 건 낼부터 적용되는 건가요 ?,13
22209,11 행사 3일도 하는 거 맞죠 ?,13
22210,성인은 언니 밴드 구매하면 되나요 ?,10
22211,판매만 목적으로 두심 어떻게 합니까 ?,10
22212,마스크 구매했는데 내 복 구매 필수인 가요 ?,10
22213,100일처럼 같은 숫자가 2개 이상 들어가게 되면 추가로 한 세트를 또 구입해서 써야 하나요 ?,10
22214,청주서 바로 살 수 없나요 ?,10
22215,앞면 문구도 제가 원하는 걸로 바꿀 수 있나요 ?,10
22216,이름하고 발자국도 넣을 수 잇나요 ?,10
22217,기존에 탯줄도장이 너무 올드해서 예쁜 세움탯 줄도장으로 교체하고 싶습니다 .  기존 탯줄도장을 보내도 복원하여 새로 제작 가능한가요 ?,10
22218,이름으로 반지 만들어 주실 수 있나요 ?,10
22219,아이러브이니셜로 주문하고 등 번호도 같이 해줄 수 있나요 ?,10
22220,색상 선택 가능한가요 ?,10
22221,펜던트 펜던트 사이즈를 더 크게 하고 싶은데 가능한가요 ?,10
22222,색상 선택 가능한가요 ?,10
22223,혹시 뒷면에는 문구 못 쓰나요 ?,10
22224,각인신청했어요 #이름# 백일 축하해요렇게 되나요 ?,10
22225,FRIEND 각인 가능할까요 ?,10
22226,한문도장에 인자 없이 이름만 넣어줄 수 있나요 ?,10
22227,꽃길 반지에 문구 각인 가능할까요 ?,10
22228,각인 문구 정 다니 첫 돌 축하해 이렇게 부탁드려요 가운데 하트는 채워진 하트로 될까요 ?,10
22229,혹시 별도 제작주문 가능한가요 ?,10
22230,디자인요청 따로 안 해도 상관없는 거죠 ?,10
22231,긴팔 제작은 안 될까요 ?,10
22232,혹시 태도장한 자를 해서 체로 하되 인을 빼고 목판체처럼 성을 크게 하고 이름을 두 글자세로로 하는 것도 되나요 ?,10
22233,20팩 주문했는데 곤드레는 빼고 추가로 주시는 걸 2팩으로 보내 주심 안 될까요 ?,11
22234,2건 주문한 거둘 다 130으로 사이즈 변경 가능할까요 ?,11
22235,특대형 주문을 대형으로 변경 가능할까요 ?,11
22236,패션 프리플라워0 - 6개월 주문 결제했는데 야간 노리개 여아용으로 혹시 변경 가능할까요 ?,11
22237,어제나 그랑반 팔 13개 주문했는데 14호 사이즈 멘트 변경 좀요 에너자이져 손자 8로 해주세 용 전부브이넥으로 제작은 힘들겠죵 ?,11
22238,컬러 블로킹 맨투맨 상하네이비 105로 주문 변경 가능할까요 ?,11
22239,홈페이지에 있는 동물농장이 없어서 일단 미스티구름으로 주문 넣었는데 혹시 동물농장 핑크로 변경 가능할까요 ?,11
22240,혼합주문해서 소형 1 . 특대형 3했는데요중형 2 . 특대형 2로 변경 가능할까요 ?,11
22241,"25G 유아동스타 3개 신청했는데요 .  유아동 스타 2개 ,  유아동 원톤 1개로 변경 가능한가요 ?",11
22242,11번 한스 발레 세트 오늘 주문했는데 사이즈 80 - 85로 변경 가능할까요 ?,11
22243,4단계 시켰는데 3단계로 변경 가능한가요 ?,11
22244,도치도치 110시켰는데 120으로 변경 가능한가요 ?,11
22245,방금 빨대컵 주문했는데요핑크블루로 변경 가능할까요 ?,11
22246,팬티대형 두 박스 주문했는데 한 박스는 플라이 씬대형으로 변경해서 보내주실 수 있을까요 ?,11
22247,1단계를 2단계 여아로 변경부탁드려도 될까요 ?,11
22248,엘렌 골지 남아 2세트 주문했는데 1세트를 여우야2로 변경 가능할까요 ?,11
22249,지금 5갤아가 푸트라 프레먹이는데 3통 정도 남아서 미리 재구매하려는데 1단계로 23통 먹이고 2단계로 갈아타나요 ?,11
22250,"소형1 ,  중형 1주문했는데요 소형을 중형으로 바꿔서 배송해 주시면 안 될까요 ?",11
22251,금방 대형 4팩 주문했는데 대형 2팩 특대형 2팩으로 주실 수 있나요 ?,11
22252,"바로 먹는 소고기 8개 주문하면 ,  4개는 바로 먹는 짜장으로 변경해서 보내주실 수 있을까요 ?",11
22253,지금 12 . 5 정도 되는데 22로 주문했는데 23으로 바꿔야 하나요 ?,11
22254,제가 크게 나왔다는 글을 못 보고 조금 전에 주문했는데 사이즈 180 주문했는데 170으로 보내주실 수 있으실까요 ?,11
22255,12번 핑크 주문했는데 180으로 변경 가능할까요 ?,11
22256,사이즈 4호주문했는데 5호로 바꿔주실 수 있나요 ?,11
22257,1번으로 주문했는데 2번으로 변경해서 보내줄 수 있나요 ?,11
22258,점심시간이라 통화가 안 되서요 65사이즈 주문했는데 70으로 사이즈 변경할게요동물원 70을 해도 첨이 65사이즈 정도 되는 거죠 ?,11
22259,BR452 베이지 주문했는데 그레이로 바꿀 수 있을까요 ?,11
22260,사이즈 여 새벽에 주문 햇는데 여 135MM 작은 듯싶네 여 140MM 로 변경해서 보내주실 수잇나여 ? 아니면 주문 취소 하든지 하게 여 답변기 다릴 게여,11
22261,저 오늘 낮에 시켰는데 여진 분홍 사호 너무 작을 거 같은데 혹시 오호로 바꿀 수 없겠죠 ?,11
22262,바이오가이아누트라와 바이오가이아주문 넣었눈데 혹시 비타민D 포함된 걸로 바꿀 수 있을까요 ?,11
22263,스마일원피스코랄로 주문했는데 네이비로 변경 가능할까요 ?,11
22264,"베이지랑 멜린 그레이 각각 하나씩 주문했는데 ,  멜린 그레이 2개로 변경해주시면 안 될까요 ?",11
22265,"주문 결재한 상품 중 3 ,  7 ,  70번을 120으로 변경해 주실 수 있는지요 ?",11
22266,차밍5족 5호를 실수로 2개를 선택했네요 하나를 블랑 5족 5호로 변경할 수 있을까요 ?,11
22267,라즈베리요거트 1개 주문했는데 라즈베리 말고 블루베리로 보내주실 수 있나요 ?,11
22268,밴드 4단계로 두 번 주문했어요 붕붕카주는 거 맞죠 ?,11
22269,517번 주문 가능한 거죠 ?,11
22270,교체용 바디칼라 핸들 주문했는데 맞는 거죠 ?,11
22271,8호주문했는데요맞을까요 ?,11
22272,제가 주문한 것이 캡형이 맞나요 ?,11
22273,저기요주문 확인 안 합니까 ?,11
22274,프레했더니 배가 넘고 파해서 전분 있는 걸로 1단계 주문했는데 맞게 주문한 거죠 ?,11
22275,둘 다 특대형으로 주문했는데 . 맞을까요 ?,11
22276,DS 727 - 2A 퍼플 160에서 다른 모델로 변경할께요SK N1 키즈코 사지 핑크 170MM 로 변경교환 부탁드려요차액이 1000원 차이나니깐 4000원만 동봉하면 되겠죠 ?,2
22277,저 잘못 받은 밴드 기저귀요 .  급해서 썼늬데 교환 말고 차액만 확인하면 안 될런지요 ?,2
22278,코랑 일부 부분이 까져 잇는 상태로 왔는데 이것도 나중에 청구되나요 ?,2
22279,배송비 무료 환불해주시나요 ?,2
22280,혹시 무료 교환이 사이즈 변경만 가능한가요 ?,2
22281,반품하는 게 나을 것 같습니다 .  현대택배 접수하고 배송비 5000원 입금하면 되죠 ?,2
22282,입금 햇는데 입금 대기로 뜨네요 ?,2
22283,옷들한 치 수씩 작게 교환부탁드려요 저희 회사 택배선불로 보내고 2500원 동봉 발송하면 될까요 ?,2
22284,교환 접수하라고 답변 받았는데 하루 신고 나갔는데도 무상교환되나요 ?,2
22285,하나만 쓰고 다른 제품으로 교환하고 싶은데 그럼 교환할 제품을 반품하고 구매할 제품으로 다시 사고 2500백 원동봉해서 보내도 되는 건가요 ?,2
22286,밑에 문의 글인데 상품에 본드자국 있어서 반품입니다 5천원 동봉 필요 없죠 ?,2
22287,기존에 받은 2장 교환하고픈 데 새로이 주문 또 하면 보내실 때 교환 건이랑 같이 보내셔서 교환택배비 2500원만 부과하시면 안 되나요 ?,2
22288,총 8개 주문했는데 반품비 5천원 동봉하면 되나요 ?,2
22289,사이즈 변경 오늘 받았는데 사이즈 65로 두 개 다변경해주세요 택배비는 봉투 안에 동봉하면 되나요 ?,2
22290,80B 로 교환부탁드리구요 5000원 동봉해서 보내면 되죠 ?,2
22291,그냥 신기니 커서 헐떡거리 구요 무료 교환 가능한가요 ?,2
22292,교환비 5000원은 교환 접수하면서 결제했구요 혹시 맞교환은 안 되나요 ?,2
22293,사이즈 교환제가 100 프로 잘못했더라면 당연히 택배비를 지불할 수 있는데 이런 경우는 제 잘못도 아닌데 제가 택배비를 동봉하는 거는 억울하다고 봐요제가 분명히 택배 보내기 전에 사이즈 문의를 하였고 그쪽에서 사이즈를 잘못 알려준 실수도 있지 않나요 ?,2
22294,19일 금요일에 입히려고 하는데 18일 목요일까지 올 수 있을까요 ?,6
22295,4시 전 구매 당일 발송되나요 ?,6
22296,오늘 입금 2시에 했어요 당일 발송 가능할까요 ?,6
22297,지금 주문했는데 수요일까지 받을 수 있을까요 ?,6
22298,화요일 날 필요해서 주문했는데 월요일까지는 받을 수 있겠죠 ?,6
22299,토요일 도 발송해주시나요 ?,6
22300,설전 배송이 안 되나요 ?,6
22301,내일 배송될까요 ?,6
22302,4일 날 주문했는데 토요일에 받을 수 있나요 ?,6
22303,배송 오늘 주문하면 이번 주에 받을 수 잇나요 ?,6
22304,오늘 오전에 결제했는데 그럼 추석 전에 못 받는 건가요 ?,6
22305,내일까지 받아볼 수 있을까요 ?,6
22306,이번 주 수요일까지 받을 수 있겠죠 ?,6
22307,두 가지 상품에 추가 상품으로 자동차도 주문하였으니 착오 없이 꼼꼼히 확인 후 출고 부탁드려요 오늘 출고되나요 ?,6
22308,혹시 크리스마스 전까지 받을 수 있을까요 ?,6
22309,빨리 받을 수 없을까요 ?,6
22310,혹시 지금 주문하면 월요일에 받을 수 있나요 ?,6
22311,오늘 주문하면 당일 발송 가능한가요 ?,6
22312,혹시 내일 못 받아 볼까요 ?,6
22313,지금 주문했는데 오늘 중으로 배송 가능할까요 ?,6
22314,방금 주문했는데 오늘 출고될까요 ?,6
22315,오늘 오전에 결제했는데 혹시 내일 받아볼 수 있을까요 ?,6
22316,오늘 주문했는데 . 월요일 출고 가능한가요 ?,6
22317,짐주 문 입금했는데 수요일까지 받을 수 있을까요 ?,6
22318,오늘 출고 끝났나요 물티슈가 없어서 좀 급한데 발송 안 될까요 ?,6
22319,수요일까지 받아야 하는데 가능할까요 ?,6
22320,목요일까지 배송 부탁드려요주문이 급해 글을 못 남겼네요 목요일까지는 받을 수 있나요 ?,6
22321,다음 주에 받을 수 있을까요 ?,6
22322,어린이집에서 수요일에 쓴다고 해서 일요일에 급하게 주문했는데 혹시 오늘 바로 배송 가능한가요 ?,6
22323,이번 주 금요일까지 받을 수 있을까요 ?,6
22324,어제 주문했는데 내일 도착 가능하겠죠 ?,6
22325,지금 시키면 금요일까지 받을 수 있나요 ?,6
22326,어제 주문했는데 내일 받을 수 있을까요 ?,6
22327,바로 배송이 가능한가요 ?,6
22328,월요일 저녁에 준문했으니 금요일까지 충분히 받을 수 있겠죠 ?,6
22329,30일에 주문했고 10일 이후 순차 배송이라 하셨는데 다음 주 중에는 수령 가능한 거겠죠 ?,6
22330,지금 주문하면 오늘 당일 발송될까요 ?,6
22331,4월 16일 날 배송되나요 ?,6
22332,판매자님 빠른 배송 부탁드려요혹시 오늘 출고 가능할까요 ?,6
22333,지금 주문하면 설 전에 받을 수 있나요 ?,6
22334,빠른 배송 부탁드려요 지금 배송준비 중이라 나오던데 금요일까지 받을 수 있겠죠 ?,6
22335,배송은 금일 발송 가능한가요 ?,6
22336,오늘 주문했는데 혹시 다음 주 수요일 전엔 받을 수 있을까요 ?,6
22337,혹시 당일 발송 가능한가요 ?,6
22338,오늘 오전 중에 결제하면 오늘 발송될까요 ?,6
22339,오늘 주문하면 수요일 받아볼 수 있을까요 ?,6
22340,배송빨리 해주세여 수요일날 어린이집에 보내야 하는데 가능한가요 ?,6
22341,방금 주문했습니다 설 전에 받을 수 있을까요 ?,6
22342,지금 상품 주문했는데 오늘에는 받지 않을까요 ?,6
22343,월요일 출국인데 급하게 주문하게 되었어요 .  늦어도 토요일에는 받아야 하는데 가능할까요 ?,6
22344,"어제 주문했는데 ,  오늘 출고안 되나요 ?",6
22345,배송문의제가 4시 넘어서 입금을 했는데 아마도 내일 병원에 가지 싶어서요 내일까지 받아볼 수 있을까나요 ?,6
22346,수요일까지 받을 수 있나요 ?,6
22347,배송문의 방금 결재했어요 금요일에 받음 좋겠는데 오늘 배송 가능한가요 ?,6
22348,화요일까지 받아야 하는데요혹시 오늘 발송 가능한가요 ?,6
22349,내 일 받아볼 수 있는 거죠 ?,6
22350,금요일 신길려고 천송이 플랫주문했는데 오늘 발송해주시면 안 될까요 ?,6
22351,추가 구매합니다 .  8/25일까지 배송되겠죠 ?,6
22352,내일까지 꼭 받아야 하는데 오늘 꼭 배송 시작해 주시면 안 될까요 ?,6
22353,조카 선물이라서 금요일까지 받아야 하는데 조회가 안 되네요 받을 수 있나요 ?,6
22354,오늘 구입했는데요 수요일 날 받을 수 있나요 ?,6
22355,음 제가 수요일쯤 서울을 가야 할 일이 있어서 그런데 화요일 날 받을 수 있을까요 ?,6
22356,이번 주 수요일 주문했는데 담주 화요일까진 받을 수 있을까요 ?,6
22357,며칠 집을 비워서 15일 금요일부터 받을 수 있는데 오늘 구매해도 배송 맞춰 주실 수 있을까요 ?,6
22358,지금 . 주문했는데 다음 주 화요일까지 받아야 하는데 가능한가요 ?,6
22359,지금 주문하면 수요일까지 받을 수 있나요 ?,6
22360,방금 주문했는데요 내일 2시 전에 받을 수 있게 해주시나요 ?,6
22361,오늘 발송 가능한 거죠 ?,6
22362,금요일까지 받을 수 있을까요 ?,6
22363,혹시 선구매하고 토요일에 받을 수 있게 보내주실 수 있나요 ?,6
22364,오전 중 발송해 주실 수 있나요 ?,6
22365,지금 주문하였습니다 수요일까지 받을 수 있을까요 ?,6
22366,내일 받을 수 있나요 ?,6
22367,다음주 월요일에 받을 수 있나요 ?,6
22368,방금 공용 L사이즈 주문했는데 오늘 발송될까요 ?,6
22369,혹시 토요일까지 받을 수 있을까요 ?,6
22370,이번 주 평일 내로 받아볼 수 있겠죠 ?,6
22371,주문했는데요 내일도착할까요 ?,6
22372,방금 결제했는데 추석 전에 받을 수 있는 건가요 ?,6
22373,지금 주문하면 내일 배송되나요 ?,6
22374,오늘은 택배 발송 안 되나요 ?,6
22375,오늘 주문하면 토요일에 받아볼 수 있을까요 ?,6
22376,배송문의 월요일 배송받을 수 있나요 ?,6
22377,오늘 금요일 주문하면 월요일 받을 수 있을까요 ?,6
22378,평택인데 지금 주문하면 추석 전에 받겟죠 ?,6
22379,주말에 주문하면 월요일날 발송 가능할까요 ?,6
22380,이번 주 돌 촬영이 있어서요 방금 입금했어요 금요일까진 받아볼 수 있겠죠 ?,6
22381,주문했습니다 크리스마스 전날에 받아볼 수 있을까요 ?,6
22382,오늘 시키면 토요일 안에 받을 수 있나요 ?,6
22383,내일 발송되면 금요일에는 . 받을 수 있나요 ?,6
22384,어른 4아이 2 오늘 15일 주문시 금요일 19일 받을 수 있나요 ?,6
22385,날짜를 깜박하고 주문을 못했는데요 .  3일 금요일 주문하면 혹시 토요일 받을 수 있나요 ?,6
22386,오늘 출고될까요 ?,6
22387,내일은 받을 수 있을까요 ?,6
22388,오늘 주문하면 토요일 날 받아볼 수 있나요 ?,6
22389,방금 주문했습니다 오늘 중 발송 가능할까요 ?,6
22390,지금 주문하면 내일 받을 수 있나요 ?,6
22391,이번 주 안으로 받을 수 있나요 ?,6
22392,주문했는데 당일 발송 가능한가요 ?,6
22393,이거 오늘 결제하고 이사날짜 때문에 12월 23일 이후에 배송받을 수 있나요 ?,6
22394,24일까지 배송될까요 ?,6
22395,모랄레스 130 오늘 발송되실까요 ?,6
22396,방금 주문했는데 오늘 발송 가능할까요 ?,6
22397,오늘 발송 가능한가요 ?,6
22398,금일 출고 가능한가요 ?,6
22399,구매했는데요토요일 발송해서 월요일에 받을 수 있나요 ?,6
22400,내일 배송이 가능하죠 ?,6
22401,변경 발송 가능할까요 ?,6
22402,내일까지 받을 수 있겠죠 ?,6
22403,내일까지 배송 가능할까요 ?,6
22404,오늘 발송될까요 ?,6
22405,방금 결재 완료했는데요 이번 일요일에 입을 거라서요 그전까지 배송 가능하겠죠 ?,6
22406,주문했는데 낼 받아볼 수 있을까요 ?,6
22407,문의 초코핑크 낼까지 입금하면 6일까지 도착할 수 잇어요 ?,6
22408,수요일까지 받아볼 수 있을까요 ?,6
22409,내일도착 하나요 ?,6
22410,30날 출국인데 29일까지 배송이 될까요 ?,6
22411,지금 배송이 많이 지연되고 있는 것 같은데 저도 이번 주 안에는 받아볼 수 있을까요 ?,6
22412,좀 전에 주문했는데 오늘 발송되는가요 ?,6
22413,오늘 중으로 출고 가능하지요 ?,6
22414,네이비꽃 무늬랑나비에꽃무늬 세트 주문했는데 다음 주 중으로 도착할까요 ?,6
22415,돌아오는 금요일에 외국을 나가는데 월요일에 입금하면 주중에 받을 수 있을까요 ?,6
22416,혹시 오늘 주문하면 추석 전에 받을 수 있을까요 ?,6
22417,선물할 꺼라 이번 주 금요일까지는 받을 수 있을까요 ?,6
22418,"3시까지 주문 ,  입금까지 끝내면 오늘 발송 가능한가요 ?",6
22419,하자 없는 제품으로 발송해주세욤 월요일 발송될까요 ?,6
22420,이번 주 내로 받아볼 수 있게 안 될까요 ?,6
22421,주문했습니다 토요일 이전까지 배송 가능하겠죠 ?,6
22422,크리스마스 선물로 주문하는데요 토요일까지 받을 수 잇을까요 ?,6
22423,제 제20일 일괄 배송이면 설 전까지 확실히 오나요 ?,6
22424,지금 보니 품절이라고 되있는데 발송해주시나요 ?,6
22425,배송 내일 입금하면 크리스마스 전까지 받아볼 수 있을까요 ?,6
22426,최근 걸로 하자 없는 상품으로 빠진 거 없이 잘 챙겨서 잘 보내주세요 오늘 발송될까요 ?,6
22427,21일 했는데 화요일에 받을 수 있는지요 ?,6
22428,방금 주문했는데요 내 일 받을 수 잇나요 ?,6
22429,오늘 배송 가능한 거죠 ?,6
22430,방금 주문했는데 수요일까지 받아볼 수 있을까요 ?,6
22431,오늘 배송 가능한가요 ?,6
22432,적어도 금요일까지 도착 가능하겠지요 ?,6
22433,다음 주 월요일에 발송 가능해요 ?,6
22434,오늘 주문했는데 토요일 전에 배송받아볼 수 있나요 ?,6
22435,발송을 1월 31일로요청했는데 명절 연휴 때문에 그날 발송이 가능한 건가요 ?,6
22436,오늘 주문했는데 토요일 오전까지 받을 수 있을까요 ?,6
22437,이번 주 금요일 전까지 받을 수 잇나요 ?,6
22438,금새 다 먹어서 이따 직접 받으러 갈 거에요 지난번에도 직접 받으러 갔어 용 . 6시전에 도착하면 되지요 ?,6
22439,오늘 발송 가능한가요 ?,6
22440,9월 18일에 주문하면 22일까지 받을 수 있나요 ?,6
22441,20일 당일에 인형이 도착했으면 좋겠는데 지금 주문해서 20일에 올 수 있게 할 수 있나요 ?,6
22442,오늘 대여 주문했는데 내일 도착 가능한가요 ?,6
22443,토요일날 도착 가능한가요 ?,6
22444,방금 주문했는데 17일까지 받을 수 있을까요 ?,6
22445,배송문의 오늘 주문하면 당일 발송되나요 ?,6
22446,오늘 택배받고 방금 추가 주문했는데 오늘 발송 어렵나요 ?,6
22447,혹시 오늘 배송될까요 ?,6
22448,토요일까지 받을 수 있을까용 ?,6
22449,지금 주문 완료했는데 이번 주 안에 받을 수 있을까요 ?,6
22450,어제 주문했는데 내일까지 받을 수 있을까요 ?,6
22451,배송문의 지난주 금요일 받을 수 있을까요 ?,6
22452,오늘 배송될까요 ?,6
22453,오늘 주문하면 목요일까지 받을 수 있을까요 ?,6
22454,이번 주 주말에 필요합니다 .  그 안에 받을 수 있을까요 ?,6
22455,일요일 주문했으니 오늘 발송은 되는 거죠 ?,6
22456,배송문의 어제 주문했는데 이번 주에 받을 수 있을까요 ?,6
22457,당일 발송문의 방금 입금했는데 오늘 당일 배송되나요 ?,6
22458,수요일 전에 받을 수 있을까요 ?,6
22459,지금 주문했는데 당일 발송 안 될까요 ?,6
22460,생각보다 날이 추워서 빨리 안 오면 못 입힐 것 같은데 연휴도 있고 빨리 보내주실 수 있나요 ?,6
22461,사이즈 표보니 애매해서요 색상이랑 사이즈 잘 확인해서 보내주세요 오늘 오전 주문건은 1월 2일 발송이겠네요 ?,6
22462,오늘 우체국 택배로 탯줄 보낼 건데 28일 전에 받을 수 있을까요 ?,6
22463,배송문의 지금 주문했습니다 오늘 발송될까요 ?,6
22464,빠른 배송은 안 되나여 ?,6
22465,"배송요혹시 ,  오늘 오전 중으로 입급하면 토요일까지 받을 수 잇나요 ?",6
22466,토요일까지 받아보기 힘든가요 ?,6
22467,배송 추석 전에 주문했는데 물건 내 일 받을 수 있는 거죠 ?,6
22468,이번 주에 받기는 힘든가요 ?,6
22469,토요일에 받을 수 있나요 ?,6
22470,저는 오늘 받을 수 있나요 ?,6
22471,크리스마스 선물이라 전에 배송 안 될까요 ?,6
22472,1번 16번 주문했는데 15일 전까지 받을 수 있을까요 ?,6
